Name,pr
"Johnny Winter",0.000174489467630483
"Sandie Shaw",0.000174443130510116
"The Stylistics",0.000174359904178041
"Lorraine Ellison",0.000174313111688593
"Yma Sumac",0.000174260756258169
"Butthole Surfers",0.000174091378797408
"No Doubt",0.000174032396681355
"Los Tigres del Norte",0.00017389359169868
"Dave Matthews Band",0.000173849135244158
"Clannad",0.000173807422666502
"Enrique Iglesias",0.00017375793185758
"Ween",0.000173739808838044
"Milt Jackson",0.000173738252170003
"Michael Bolton",0.000173714907834407
"Papa Roach",0.000173571297621455
"Jill Scott",0.000173536455884884
"Roy Ayers",0.000173514038788842
"Steven Halpern",0.000173414627425423
"Paul Weller",0.000173350645190813
"Shirley Bassey",0.000172995391946259
"Generation X",0.000172939696462662
"Sheryl Crow",0.000172899956574961
"Death Cab for Cutie",0.000172639152261648
"Jimmy Page",0.000172479612584648
"The Winans",0.000172465548367689
"Lucinda Williams",0.000172346829144575
"Bobby Day",0.000172084010696711
"Crowbar",0.000172079524379396
"Yngwie Malmsteen",0.000172020626327373
"Keith Green",0.000171969513160416
"Tex Williams",0.000171949424140639
"Carter Burwell",0.000171934266536987
"Omarion",0.000171934266536987
"James Gang",0.000171921208671939
"JosÃ© Feliciano",0.000171869264577464
"Buckwheat Zydeco",0.00017182466957583
"Mudhoney",0.000171674670763257
"Christian Death",0.000171662886964525
"The Trashmen",0.000171604427193285
"Charley Pride",0.000171565632596646
"The Oak Ridge Boys",0.000171472227041129
"Marianne Faithfull",0.000171435055064687
"Karen Dalton",0.00017133411370568
"Living Colour",0.000171190865073359
"Magazine",0.000171124161730075
"Big Youth",0.000170933564776522
"Stereolab",0.000170878076608937
"Dead Boys",0.000170836306863435
"Red House Painters",0.000170796832924895
"Dalva de Oliveira",0.000170723725862507
"Archie Bell & the Drells",0.000170669047167198
"Prince Far I",0.000170408340049659
"Cal Tjader",0.00017025081241759
"Sleep",0.000169990509552149
"Anne Murray",0.000169954101827317
"The Sweet Inspirations",0.000169925501495207
"Lesley Gore",0.000169889792790476
"Lord Creator",0.000169720414540784
"Paulina Rubio",0.000169527050988818
"Jackie DeShannon",0.000169499504372812
"Marian McPartland",0.00016948390197783
"Flying Lotus",0.000169478719910284
"The Tams",0.00016936438307092
"Lydia Lunch",0.000169357817236259
"Uriah Heep",0.000169274835338731
"Rick Wakeman",0.000169273264690228
"Slint",0.000169205640124121
"Howard Jones",0.000169154513942381
"Anvil",0.000169136375658663
"Quicksand",0.000169066387231651
"Tricky",0.000169042781917953
"Lecuona Cuban Boys",0.000168835338585249
"Hilary Duff",0.00016864275053996
"Mitch Miller",0.000168554442738679
"Live",0.000168502628217453
"10,000 Maniacs",0.00016840232919173
"LÃ©o FerrÃ©",0.00016833286440169
"John Mellencamp",0.00016827087923642
"Janis Ian",0.000168054629399581
"Kyuss",0.000168006116375318
"Ferlin Husky",0.000167872401816988
"Lulu",0.00016783845992836
"Graham Central Station",0.000167801166040119
"White Zombie",0.000167742105380161
"Jaco Pastorius",0.000167614633710382
"Neneh Cherry",0.000167574275425598
"Johnny Smith",0.000167441319968213
"Gong",0.000167283178800731
"Beenie Man",0.000167272519812846
"Psychic TV",0.000167269503592678
"The Crystals",0.000167175126060602
"Rick Springfield",0.0001670937054401
"Mercury Rev",0.000167053282633612
"UFO",0.000166988614862874
"Nina Hagen",0.000166815700987869
"The Libertines",0.000166694099077302
"Yo La Tengo",0.000166669431336057
"Jimmy Webb",0.00016640345341377
"Elf",0.000166151406622653
"Joe Tex",0.00016605762175253
"Montell Jordan",0.000166031532685764
"The Mar-Keys",0.000165987392161132
"Nightmares on Wax",0.000165965732511861
"Sam Phillips",0.000165958401121887
"The Raincoats",0.000165935412754111
"Rory Gallagher",0.000165894116606478
"Full Force",0.000165767441916074
"Jane Birkin",0.000165763366610186
"Sleater-Kinney",0.000165633544730876
"Bowling for Soup",0.000165539906549334
"The Marshall Tucker Band",0.000165313668746013
"Paul Oakenfold",0.00016515711788043
"Tommy James & the Shondells",0.000165138933670706
"Boney M.",0.000165086269658418
"Joe Strummer",0.000165005170944349
"The Buckinghams",0.000164994829824064
"Cheech & Chong",0.000164934265868466
"Oscar Brown, Jr.",0.000164906656953465
"Fred Hammond",0.000164889195338519
"Canned Heat",0.000164766436944954
"Hank Mobley",0.000164598154836615
"Nazareth",0.000164586015637626
"Linkin Park",0.000164544240498528
"Shinedown",0.000164486327523469
"Dottie West",0.000164464059805684
"The Searchers",0.00016442283352932
"Javier SolÃ­s",0.000164252656115153
"Keith Richards",0.000164242277817567
"Bidu SayÃ£o",0.000164218568255549
"Brenton Wood",0.000164007570957572
"Leon Russell",0.000163871509971026
"Popol Vuh",0.000163817430427268
"Bilal",0.000163749111114643
"Mary Martin",0.000163741136418446
"Paul van Dyk",0.000163707017958825
"Al Cohn",0.000163579274712337
"Tantric",0.000163435899902564
"Freedy Johnston",0.000163433218370408
"Joe Simon",0.000163357751879578
"Manowar",0.000163259160056416
"Tommy Roe",0.000163175970463093
"Sammy Hagar",0.000163166391083997
"Sarah McLachlan",0.000163084624564348
"Milt Hinton",0.000162826028027708
"Pat Metheny",0.000162813185273663
"Slowdive",0.000162696915764498
"Brooks & Dunn",0.000162564179493179
"Tyrone Davis",0.000162472979673149
"Simply Red",0.000162461101081716
"Michael Franks",0.000162432956792932
"Derek & the Dominos",0.000162407586469023
"Randy Crawford",0.000162366006648529
"Carla Thomas",0.000162214827127484
"Jellyfish",0.000161769205321299
"KC & the Sunshine Band",0.000161712869759203
"The Guess Who",0.000161709194222981
"Floyd Cramer",0.000161642612234386
"The Whispers",0.000161641028641617
"The Andrews Sisters",0.000161539573505303
"Keely Smith",0.00016149341190317
"The Red Krayola",0.000161364972571425
"Paul Bley",0.000161328515443488
"Annihilator",0.00016132239089088
"The dB's",0.000161304959705807
"Freddy Fender",0.000161281731713656
"Luciano Pavarotti",0.000161145814470192
"Wayne Smith",0.000161104528424336
"Ani DiFranco",0.000161077694653436
"The Offspring",0.000161075880154968
"Steven Curtis Chapman",0.000161045608034051
"Van Dyke Parks",0.000160986497863488
"Renaissance",0.000160963107167988
"Brian Setzer",0.00016094328406866
"ESG",0.000160875920318214
"Swell Maps",0.000160865692536279
"Johnny Thunders & the Heartbreakers",0.000160799611671414
"Basement Jaxx",0.000160780314645565
"Anti-Flag",0.000160754985005954
"Soul II Soul",0.000160582618282779
"Kings of Leon",0.000160539355294647
"AFI",0.000160474142073403
"Nick Lowe",0.000160447825807851
"The Psychedelic Furs",0.000160408026043858
"Twisted Sister",0.000160361455312316
"Ian Dury",0.00016035669446102
"Steve Wariner",0.000160220571520705
"Indigo Girls",0.000160218598242681
"Menudo",0.00016002403824596
"Spinal Tap",0.000159920534545847
"Naked Eyes",0.000159814694785057
"Frankie Laine",0.000159720572642063
"Gipsy Kings",0.000159656533403472
"The New Lost City Ramblers",0.000159595956789232
"Vern Gosdin",0.000159495837703322
"Atomic Kitten",0.000159348787233215
"Ronnie Lane",0.000159294537572092
"Doug Sahm",0.00015925380062535
"Tom Tom Club",0.00015923707153198
"Neutral Milk Hotel",0.000159158387026505
"Eddie Rabbitt",0.000159103578430143
"Betty Carter",0.000158971428103126
"Stephen Sondheim",0.000158954300895855
"The Pastels",0.000158895846781994
"Richard Thompson",0.000158500611124201
"The Manhattans",0.000158484218568413
"Front 242",0.000158391742728052
"Toots Thielemans",0.000158361969241918
"Don Cherry",0.00015834731061052
"Jack Johnson",0.000158334465313151
"Morbid Angel",0.000158293388169931
"The Bonzo Dog Band",0.000158275979579698
"Tears for Fears",0.000158206353325378
"Tom Rush",0.000158150215041229
"Lou Donaldson",0.000158093634387915
"Bobby Charles",0.00015808000866729
"Meshuggah",0.000158013079583654
"Big Jay McNeely",0.00015795209979993
"Memphis Slim",0.000157788232368954
"Buena Vista Social Club",0.000157764396364668
"Harold Melvin",0.00015775992879145
"Dori Caymmi",0.000157701675625683
"Wayne Shorter",0.000157601006336261
"Charlie Haden",0.000157554466604925
"Matchbox Twenty",0.000157409474677383
"Four Tet",0.000157308931907092
"Michel Legrand",0.000157300263552406
"Saint Vitus",0.000157153182049577
"The Stranglers",0.000157039843053271
"Wynonna",0.000157021846138482
"Erasure",0.00015697723171527
"Rodney Dangerfield",0.000156921716000472
"Jeri Southern",0.000156851909955832
"Kate & Anna McGarrigle",0.000156828119172445
"New Found Glory",0.00015671074979983
"Charlie Feathers",0.000156692563866966
"M/A/R/R/S",0.000156533611099696
"Lenny Kravitz",0.000156355413828482
"Keith Urban",0.000156347563578356
"Angelic Upstarts",0.000156272329056189
"UB40",0.000156268216435035
"Pee Wee Crayton",0.000156268171643194
"Cissy Houston",0.000156266774508102
"The Verve",0.000156215972771732
"John Anderson",0.000156188416912962
"Sam the Sham & the Pharaohs",0.000156165052128024
"The Waterboys",0.000156143209061567
"Chris Montez",0.000156118316701742
"Monica",0.000156090783589332
"Blackstreet",0.000155950758635003
"Jon Lucien",0.00015593513396076
"Orquesta AragÃ³n",0.000155913166427971
"The Sugarcubes",0.000155893829354856
"Screaming Trees",0.000155889813529057
"Todd Edwards",0.000155850498950351
"Liquid Liquid",0.000155814671385241
"Conflict",0.00015573357501129
"Wardell Gray",0.000155691845508029
"The Fleetwoods",0.000155646256044646
"Clarence Carter",0.000155615165481481
"Tank",0.0001555639556923
"Chris Brown",0.0001555639556923
"Mike Laure",0.000155496988609613
"Corrosion of Conformity",0.000155336411639137
"Willie Johnson",0.000155315070871852
"Lambert, Hendricks & Ross",0.000155299286666602
"Vision of Disorder",0.000155066442719136
"Jack McDuff",0.000154952780202303
"Shawn Colvin",0.000154938699741269
"Daddy Yankee",0.000154724725200093
"Eels",0.00015470401934539
"Grace Jones",0.000154684962039821
"Jacob Do Bandolim",0.000154652989003876
"The Ames Brothers",0.000154629686304052
"Jimmy Bryant",0.000154526847586951
"Eros Ramazzotti",0.000154490852584265
"Paul Anka",0.000154425765700098
"Zakir Hussain",0.000154394647774822
"New Riders of the Purple Sage",0.000154342045833314
"Larry Carlton",0.00015431025244498
"Yello",0.000154296269785008
"Frankie Goes to Hollywood",0.000154108269486336
"Stephen Stills",0.000154031341892614
"Eddie Floyd",0.000154027357197219
"The Chocolate Watchband",0.00015397659230728
"Robyn",0.000153822844426836
"Tevin Campbell",0.000153775515884278
"Stanley Turrentine",0.000153696350946893
"MÃºm",0.000153517666836714
"The Sylvers",0.000153449271832297
"Patti Austin",0.000153388230630776
"Blind Melon",0.000153169415593895
"Vashti Bunyan",0.000153157601524704
"Pedro Infante",0.000153039026239338
"Paula Abdul",0.00015300198339273
"Rahsaan Roland Kirk",0.000152968151659788
"Budgie",0.000152939970719827
"Sam Kinison",0.000152911113824885
"Bob Marley & the Wailers",0.000152879016534776
"The Congos",0.000152743119903634
"Ryuichi Sakamoto",0.000152703548340909
"CamarÃ³n de la Isla",0.000152687945943746
"Vince Guaraldi",0.000152673573388156
"Montrose",0.000152666106689289
"The Knack",0.000152665897321539
"The Blues Project",0.000152556296309436
"Bow Wow Wow",0.000152546499478141
"Shelly Manne",0.00015247657622886
"SeÃ¡n Ã“ Riada",0.000152392392351903
"Jerry Jeff Walker",0.000152388007574869
"Dick Gaughan",0.000152311012887812
"The Only Ones",0.000152156251043996
"Porter Wagoner",0.000152122944352804
"Lord Melody",0.000152085006217532
"Hellhammer",0.000152062087424657
"Hawkshaw Hawkins",0.000151993208385992
"Melissa Etheridge",0.00015196873069859
"Annie Ross",0.000151922279790258
"Luiz BonfÃ¡",0.000151916447917013
"John Entwistle",0.000151815401684712
"Glassjaw",0.000151717670668426
"Lee Konitz",0.000151570531814437
"Nitzer Ebb",0.000151566265514901
"Refused",0.000151564201360411
"FranÃ§oise Hardy",0.000151450772861379
"Trisha Yearwood",0.000151421978324385
"Andy Black",0.000151389530057859
"The Five Keys",0.000151384011757608
"Manfred Mann",0.000151313919374727
"Gilberto Gil",0.000151211053455865
"Evelyn ""Champagne"" King",0.000151209248373342
"Leo Kottke",0.000151190238963184
"Victor Young",0.000151146614614983
"Blossom Dearie",0.000151137826682758
"Debbie Reynolds",0.000151131127608584
"Susannah McCorkle",0.000151027353962429
"The Smothers Brothers",0.000151026766236688
"Dan Penn",0.000150984969940334
"Bobby Bare",0.00015093223205522
"Peabo Bryson",0.000150908862836137
"The Go-Betweens",0.000150870071234602
"Geggy Tah",0.000150857170187685
"Tesla",0.000150791799376
"Shuggie Otis",0.000150728308214839
"Phoebe Snow",0.000150699370795952
"Adam Ant",0.000150673027405917
"The Pied Pipers",0.000150651449567401
"Noel Redding",0.000150628611772952
"Lorrie Morgan",0.00015059187532999
"Paco de LucÃ­a",0.000150424148295775
"Bad Manners",0.000150404312076175
"Joe Cocker",0.000150393356854867
"The Style Council",0.000150342367946998
"The Postal Service",0.000150302070063651
"Sean Paul",0.000150269956386904
"Candi Staton",0.000150203136939322
"Jerry Cantrell",0.000150155214878518
"Rascal Flatts",0.000150107185410738
"Tiffany",0.000150088974708844
"Lalah Hathaway",0.000150082407865061
"Eric Burdon",0.000150079563788755
"Roger McGuinn",0.000150010098916254
"Don McLean",0.000149972030607782
"The Godz",0.000149925667241747
"Terence Trent D'Arby",0.000149797037834979
"M.I.A.",0.000149736841181623
"Atlantic Starr",0.000149708872860637
"Lee Greenwood",0.000149686947840214
"Teenage Fanclub",0.00014950357796512
"Brand New",0.000149425089125542
"Duke Jordan",0.000149402037145155
"Blind Faith",0.000149363602358036
"Tony Williams",0.000149227614665274
"Meat Loaf",0.000149220137426562
"Dillard & Clark",0.000149197455605883
"David Gray",0.00014909611876192
"Bananarama",0.000148996534958937
"Bobby Short",0.000148981065106843
"Alkaline Trio",0.000148966011703706
"Bryan Ferry",0.000148894169275081
"Gary Stewart",0.000148752776084762
"Womack & Womack",0.000148740851928564
"Stanley Clarke",0.000148736226737964
"Tony! Toni! TonÃ©!",0.000148611746110332
"Jon Hendricks",0.000148582228132791
"Pentangle",0.000148516311626406
"Earl Scruggs",0.000148510349815859
"Meshell Ndegeocello",0.000148413631015941
"Mazzy Star",0.00014815769610434
"The Black Crowes",0.000148039842299785
"Dave Mason",0.00014801853871247
"Super Cat",0.000147931840420494
"Alla Rakha",0.000147814870306727
"Kreator",0.000147768440096059
"John Denver",0.000147614415193738
"Archie Shepp",0.000147491217601358
"Quicksilver Messenger Service",0.000147477636798772
"Jackie McLean",0.000147443717253915
"John Tesh",0.000147378800269956
"Pat Green",0.000147378800269956
"Rob Halford",0.000147378800269956
"Moodymann",0.000147378800269956
"Chuckii Booker",0.000147378800269956
"Wisin & Yandel",0.000147378800269956
"The Neptunes",0.000147378800269956
"Connie Smith",0.000147356919386845
"Jerry Reed",0.000147276173345991
"Dead Moon",0.000147242924630889
"Gene Clark",0.00014723068441001
"Bruce Cockburn",0.000147141510733744
"The Housemartins",0.000147103969636645
"Elastica",0.000147084529862901
"Alien Sex Fiend",0.000147083954315662
"Sodom",0.000147044133327617
"Robin Trower",0.00014702962804526
"Barbara Mandrell",0.000146922726466812
"The Deviants",0.000146775070643788
"Steeleye Span",0.000146755735355544
"Argent",0.000146664830692212
"Ryan Adams",0.000146644461306373
"Lowell Fulson",0.000146635327810397
"Eddie Van Halen",0.000146585596803996
"The Modernaires",0.000146558871856229
"The-Dream",0.000146466484007319
"Cake",0.000146457416025354
"The Shins",0.000146455561759187
"Darlene Love",0.000146376669534192
"Nusrat Fateh Ali Khan",0.000146307736224311
"The Legendary Pink Dots",0.000146285349303553
"Youssou N'Dour",0.00014627873765949
"BeBe & CeCe Winans",0.000146257205156581
"Third Day",0.000146230752496433
"Arvo PÃ¤rt",0.000146209492352479
"The Gun Club",0.000146122472188734
"The Young Rascals",0.000146110007113998
"Babatunde Olatunji",0.000146081694095149
"Hazel Dickens",0.000146079751789406
"Debbie Gibson",0.000146072516524227
"Sam Bush",0.000145953184976137
"The Feelies",0.000145950539649707
"Johnny Mandel",0.000145892263838842
"Witchfinder General",0.000145791272900442
"Joe",0.000145713509149951
"The Toasters",0.000145608985886588
"Ginger Baker",0.000145595685672852
"The Jayhawks",0.000145517930732669
"A Certain Ratio",0.000145429224639859
"Dexys Midnight Runners",0.000145411755162759
"Mandy Moore",0.000145375974196905
"Alejandro FernÃ¡ndez",0.000145332511414371
"Jean Shepard",0.000145186892177821
"Colin Blunstone",0.00014504541417549
"The Tokens",0.000144899674349637
"Rob Zombie",0.000144839079723504
"The Mavericks",0.000144837537496114
"Olivia Newton-John",0.000144811451951514
"Jule Styne",0.000144703293972215
"Trey Songz",0.000144650415129175
"Katy Perry",0.000144650415129175
"Boyzone",0.000144569902702612
"Tommy James",0.000144488736053894
"Red Mitchell",0.000144439074167093
"Baden Powell",0.000144402881024289
"Newsboys",0.000144358838239938
"Willie ColÃ³n",0.000144318574058282
"The Mountain Goats",0.000144288320088296
"Harry Chapin",0.000144059631249061
"Percy Heath",0.000144058771985965
"Bush",0.000144023435302315
"June Christy",0.000143876979966137
"J.D. Crowe & the New South",0.00014378345232106
"Hugh Masekela",0.000143755201781639
"Slipknot",0.000143672993639181
"Debbie Harry",0.000143665140377116
"Sloan",0.000143606171076143
"Gorilla Biscuits",0.000143604995908687
"Andrea Bocelli",0.000143600497510295
"Kim Weston",0.000143552380516458
"Syreeta",0.000143534711963108
"The Nerves",0.000143381022437143
"Steve Lawrence",0.000143311109420311
"Level 42",0.000143303231536437
"The Abyssinians",0.000143289793874339
"Sufjan Stevens",0.000143286222558785
"Gnarls Barkley",0.000143279799823435
"The Uniques",0.000143219449280209
"Gal Costa",0.000143180012053097
"The Statler Brothers",0.000143176675120339
"Serge Chaloff",0.000143050427041215
"Lonnie Mack",0.000142676243730006
"Kevin Coyne",0.000142488739600382
"Vanessa Williams",0.000142349283462072
"G. Love & Special Sauce",0.000142289834547376
"Johnny Adams",0.00014221930337084
"Speedy West",0.000142139973321795
"Good Charlotte",0.000142133523131025
"Phoenix",0.000142116914641307
"Manic Street Preachers",0.000142035001908158
"Buju Banton",0.000142011733984343
"Sum 41",0.000141954032348883
"Rollins Band",0.0001418965297927
"Bob Eberly",0.000141878612059344
"Levon Helm",0.000141783231349545
"Fontella Bass",0.000141782234224601
"The Pioneers",0.000141752532197332
"Warren Zevon",0.000141627342971823
"Bill Justis",0.000141577792398816
"The White Stripes",0.000141543750500145
"Melanie",0.000141528339883389
"William Bell",0.000141511247519141
"Paul Westerberg",0.000141379677509522
"Natalie Imbruglia",0.000141364230063331
"Eddie & the Hot Rods",0.000141248258296586
"Vampire Weekend",0.000141239933703199
"Placebo",0.000141236148115799
"Buddy Collette",0.000141150653470996
"Suzi Quatro",0.000141143749885408
"Negative Approach",0.000141087795704199
"Television Personalities",0.000140978083589483
"The Maytals",0.000140954751774191
"Chico Buarque",0.00014093078082099
"Frank Ocean",0.000140830675932082
"Melba Montgomery",0.000140704479237347
"MDC",0.000140679979433073
"Crash Test Dummies",0.000140593987149657
"Joe Sample",0.000140574731762609
"System of a Down",0.000140523415256528
"Dag Nasty",0.000140430565135223
"Flipper",0.000140390064926325
"Kitaro",0.000140374938016215
"Wynn Stewart",0.000140373153308656
"The Melodians",0.000140370265407962
"The Cult",0.00014036256107033
"Ronnie Hawkins",0.00014032838947279
"The Starting Line",0.000140215183591569
"Dave Dee, Dozy, Beaky, Mick & Tich",0.000140186384703736
"Sixpence None the Richer",0.000140174766971974
"Eddie ""Cleanhead"" Vinson",0.000140082151075306
"Throwing Muses",0.000140068704004409
"Willie Mitchell",0.000140065360726253
"Slave",0.000140041715766568
"Astor Piazzolla",0.000140027662285005
"Don Henley",0.000140024659454442
"Ben Harper",0.000140020947248314
"Abbey Lincoln",0.000139954306332717
"Robert Palmer",0.000139813759508686
"Tom Verlaine",0.000139806277106366
"Boz Scaggs",0.000139706470804104
"Franz Ferdinand",0.000139661368014604
"Patty Griffin",0.000139633290629954
"The Free Design",0.000139618859461792
"Nana Mouskouri",0.000139579880756586
"Screeching Weasel",0.000139571902341423
"John Adams",0.000139443470591306
"Pam Tillis",0.000139438852089609
"Hanoi Rocks",0.000139303023778446
"Howard Hewett",0.000139289248720011
"Jim Brickman",0.000139256480384189
"The Amboy Dukes",0.000139212261540367
"Todd Rhodes",0.000139211116603386
"Anthony Newley",0.000139204595612303
"Alice Coltrane",0.000139192648168167
"Donald Byrd",0.000139152698945273
"Johnny Nash",0.000139139494059595
"Junior Vasquez",0.000139060767612973
"Howard Tate",0.000138937800328621
"Prefab Sprout",0.000138919213657293
"Kansas",0.00013889566571494
"John Fogerty",0.000138881140181806
"Hot Chocolate",0.000138830015642792
"Lee Morgan",0.000138824219169003
"Meredith Monk",0.000138750146976427
"Jason Mraz",0.000138690586356092
"The Presidents of the United States of America",0.000138669703558488
"Steve Forbert",0.000138583348795664
"Giuseppe di Stefano",0.000138515938798554
"Nelly Furtado",0.000138492060097127
"Dave Edmunds",0.000138491368552364
"Marcos Valle",0.000138472865899906
"Sheena Easton",0.000138465401660194
"The Spencer Davis Group",0.000138457776502227
"The Killers",0.0001384334952735
"Ginuwine",0.000138404389747192
"Baaba Maal",0.000138392204777981
"Hot Water Music",0.000138321814970448
"Oliver Nelson",0.000138320351091835
"Squarepusher",0.00013831545963775
"Linda Jones",0.000138310304890813
"The Lemonheads",0.00013827598732876
"1910 Fruitgum Company",0.000138262131045479
"Dave Matthews",0.000138215827267479
"Millie Jackson",0.00013820759332477
"Toby Keith",0.000138158735672137
"Arthur Russell",0.000138125724135175
"Tom Jones",0.000138072440217134
"All",0.000138034688489363
"Eddie Hazel",0.000138014518429768
"Larry Graham",0.0001380064121177
"Aztec Camera",0.000137990280033799
"John Frusciante",0.000137803259135015
"Skeeter Davis",0.000137789753689069
"Color Me Badd",0.00013775771317492
"Bright Eyes",0.000137751326749008
"Cornell Campbell",0.000137729035662468
"Jim Hall",0.000137702890568199
"Alicia Keys",0.000137685853059287
"Johnny Thunders",0.000137659502424405
"Maddy Prior",0.000137617632279779
"Kathy Mattea",0.000137598225353546
"Chris Kenner",0.000137592961139553
"Pete Brown",0.000137528112582026
"Beverley Knight",0.000137436641885998
"Tommy Collins",0.000137436408216243
"Gene Simmons",0.000137385956820998
"Billy Preston",0.000137361013987543
"Bikini Kill",0.000137245650004166
"The Edwin Hawkins Singers",0.000137207851833773
"James Booker",0.000137205928242904
"King Sunny Ade",0.000137195425894411
"Martha Raye",0.000137177611081617
"Calvin Harris",0.000137147355992027
"Angela Bofill",0.000137067115251832
"The House of Love",0.000137044730836155
"Beulah",0.000136902247771429
"Marcus Miller",0.000136874517477949
"Voivod",0.000136841804932162
"Jack Nitzsche",0.000136823691601349
"Cowboy Junkies",0.000136790195168956
"Hot Tuna",0.000136750533449703
"Sun",0.000136730985885652
"Converge",0.000136730290769289
"Big Brother & the Holding Company",0.000136611876848863
"Rose Tattoo",0.00013658851810554
"Cro-Mags",0.000136513387867277
"Spin Doctors",0.000136511361614772
"Gato Barbieri",0.000136494137568161
"Bob Weir",0.000136455778817822
"Naked Raygun",0.000136451982950626
"Le Tigre",0.000136289622745893
"Morcheeba",0.000136202995254101
"Syl Johnson",0.000136177406639645
"Eartha Kitt",0.000136077299109567
"Grant Green",0.000136070865073498
"All That Remains",0.000135919582678676
"T-Pain",0.000135919582678676
"James Carr",0.000135827548762655
"Mel Tillis",0.000135826822160577
"John Sebastian",0.000135816859643294
"Scott LaFaro",0.000135803722987605
"Mayhem",0.000135752243894176
"Kenny Dorham",0.000135655485169356
"Alison Krauss",0.000135537501227999
"Moby",0.000135500309017492
"Loudon Wainwright III",0.000135334722769646
"Toad the Wet Sprocket",0.00013526480475587
"Mojave 3",0.000135239861819157
"Tab Hunter",0.000135149240606857
"Josef K",0.000135120749917513
"John Klemmer",0.000135115723960055
"Jack White",0.000135101067136441
"Groove Armada",0.00013507876170586
"Paolo Conte",0.000135066136473831
"Jimmy Castor",0.000135053115808799
"Sneaker Pimps",0.00013504627789872
"Vic Damone",0.000135045593654335
"The Fray",0.000135004954456603
"Trace Adkins",0.000134929702278838
"Robin Guthrie",0.00013486555770265
"Manu Chao",0.000134743916002191
"Frankie Valli",0.000134716152898527
"David Byrne",0.000134673463778522
"Judee Sill",0.000134641757136767
"The Del McCoury Band",0.000134634103660678
"Soul Asylum",0.000134625265885709
"Maroon 5",0.000134607675883446
"Randy Rhoads",0.000134585104198855
"Joe South",0.000134581764711345
"The Rapture",0.00013457365202681
"Arthur Lyman",0.000134570626784522
"Richard ""Groove"" Holmes",0.000134564888977306
"Adele",0.000134418970851246
"Lady Gaga",0.000134418970851246
"The Roches",0.000134418661031748
"Cheo Feliciano",0.000134354670710279
"Concrete Blonde",0.00013427540104584
"Billy Paul",0.000134215734984981
"Samiam",0.000134168042432462
"The Bobby Fuller Four",0.000134142678741717
"La Sonora Dinamita",0.00013413280204944
"Chris Rea",0.00013405664067819
"Roger Daltrey",0.000134056062616542
"Joe Henderson",0.000134052582374942
"Richie Spice",0.000134032532526825
"The Church",0.000133998858528706
"Morris Day",0.000133957503455573
"Eddie Kendricks",0.000133935921265407
"The Smithereens",0.000133872205053505
"Buck Clayton",0.000133843012412599
"Rich Mullins",0.000133820932338822
"Strung Out",0.000133779176617734
"The Boomtown Rats",0.00013373705459974
"Cursive",0.000133721750789408
"Ric Ocasek",0.000133692708854827
"RocÃ­o Jurado",0.000133687558962775
"Tuck & Patti",0.000133668698089305
"Oscar D'LeÃ³n",0.000133652644021254
"Thompson Twins",0.000133641225617653
"Lyle Lovett",0.000133619614140125
"King Diamond",0.000133491546392301
"Pulp",0.000133475280346058
"Utah Saints",0.000133464036051973
"Jim Croce",0.000133445204154808
"Barbara Lynn",0.000133322609070754
"Barry Adamson",0.000133317225088329
"Charlie Wilson",0.000133262420732004
"Joan Osborne",0.000133234532360967
"Otis Clay",0.000133208597269661
"James",0.000133145604953096
"Jason Donovan",0.000133113222775582
"Jessica Simpson",0.000133011843650503
"Gabby Pahinui",0.000133009775340248
"Sara Evans",0.000132953045203412
"Less Than Jake",0.000132926228527537
"Edgar Winter",0.000132924548409836
"Maria Callas",0.000132924251374892
"Leo Sayer",0.00013290150073852
"Candlemass",0.000132849938147503
"Harvey Fuqua",0.00013279794096356
"Joe Mooney",0.000132701585336535
"Ziggy Marley",0.000132686417502795
"Gene Harris",0.000132659379504732
"A Flock of Seagulls",0.000132649173419551
"Deadmau5",0.000132645520509738
"Flume",0.000132645520509738
"Wendy & Lisa",0.000132637052226897
"Graham Nash",0.000132627755822021
"Hanson",0.000132556417680705
"David Frizzell",0.000132540595812939
"Franco",0.000132499387604389
"Grace Slick",0.000132441468037308
"Rosanne Cash",0.000132412358862403
"Harry Connick, Jr.",0.00013232237877387
"Helloween",0.000132308662308536
"Paul Stanley",0.000132303819563672
"DÃ³ris Monteiro",0.000132266364556289
"Billy Taylor",0.00013226453406474
"Dorival Caymmi",0.000132259708045171
"Peter Frampton",0.000132212603595735
"dc Talk",0.000132209683264003
"Taking Back Sunday",0.000132199057486701
"The Lettermen",0.000132113877789441
"Dead Can Dance",0.000132113773667226
"Fall Out Boy",0.000132085522400943
"Molly Hatchet",0.000132084731573176
"Midnight Oil",0.000132032175691606
"Junior Kimbrough",0.000131982604216381
"Tex Beneke",0.000131903569239895
"The Marcels",0.000131858843380946
"Israel Vibration",0.000131800423025671
"Anti-Nowhere League",0.000131799899673139
"Donnie McClurkin",0.000131752594463665
"Pat Martino",0.000131632353633331
"Regina Belle",0.000131617431868444
"The Chambers Brothers",0.000131615501273043
"Seal",0.00013155494597002
"The Wedding Present",0.000131546483829032
"Dream Theater",0.000131534504492379
"Angel Witch",0.000131489421002667
"Ten Years After",0.000131445794758086
"Bob Mould",0.000131424718721608
"The Proclaimers",0.000131414917649563
"Delbert McClinton",0.000131400629106072
"Josey Wales",0.000131395946142448
"Art Pepper",0.000131327609111279
